feature,importance
Fare,0.25516955315397616
Age,0.24122411861284787
Sex_male,0.14965209041377237
Sex_female,0.14534613333864846
Pclass,0.08722208888725173
SibSp,0.045536905445508896
Parch,0.03955142454566809
Embarked_S,0.01619884676810943
Embarked_C,0.011940305902552371
Embarked_Q,0.008158532931664603
