feature,importance
Sex_female,0.24302901849256495
Sex_male,0.2229984055635868
Fare,0.17985211877416257
Pclass,0.1532786442531973
Age,0.14925554473695882
SibSp,0.027579225108789553
Embarked_S,0.022467368610132217
Parch,0.0010674233618676165
Embarked_C,0.0002693318307290625
Embarked_Q,0.00020291926801088969
