feature,importance
Sex_male,1.3108651163727532
Sex_female,1.3098629510421784
Pclass,1.0996114755023647
Embarked_S,0.3448170176521462
Embarked_Q,0.3018575726696729
SibSp,0.24803262547117993
Parch,0.07938650596397977
Embarked_C,0.041957279652886044
Age,0.03872792581373771
Fare,0.002207354923785655
